DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2057574,Cycasin,14901-08-7,YHLRMABUJXBLCK-LBCXAKKBSA-N,[(Z)-Methyl-ONN-azoxy]methyl beta-D-glucopyranoside,C\[N+]([O-])=N\CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C8H16N2O7/c1-10(15)9-3-16-8-7(14)6(13)5(12)4(2-11)17-8/h4-8,11-14H,2-3H2,1H3/b10-9-/t4-,5-,6+,7-,8-/m1/s1",C8H16N2O7,252.223,252.095751,10,78,15,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5031505,Kava kava resin,9000-38-8,,,,,,, ,8,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40177028,"3,9-Dinitrofluoranthene",22506-53-2,FGDKXSJXYFAHHH-UHFFFAOYSA-N,"3,9-Dinitrofluoranthene",[O-][N+](=O)C1=CC2=C(C=C1)C1=CC=CC3=C(C=CC2=C13)[N+]([O-])=O,InChI=1S/C16H8N2O4/c19-17(20)9-4-5-10-11-2-1-3-13-15(18(21)22)7-6-12(16(11)13)14(10)8-9/h1-8H,C16H8N2O4,292.25,292.048407,10,9,25,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8020254,"Carrageenan, acid-degraded",53973-98-1,,,,,,, ,8,6,,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3021140,"1,2-Phenylenediamine dihydrochloride",615-28-1,RIIWUGSYXOBDMC-UHFFFAOYSA-N,"Benzene-1,2-diamine--hydrogen chloride (1/2)",Cl.Cl.NC1=C(N)C=CC=C1,"InChI=1S/C6H8N2.2ClH/c7-5-3-1-2-4-6(5)8;;/h1-4H,7-8H2;2*1H",C6H10Cl2N2,181.06,180.022104,24,201,84,14,2,54/234,23.0,234
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6043834,Levofuraltadone,3795-88-8,YVQVOQKFMFRVGR-NSHDSACASA-N,"(5S)-5-[(Morpholin-4-yl)methyl]-3-{[(5-nitrofuran-2-yl)methylidene]amino}-1,3-oxazolidin-2-one",[O-][N+](=O)C1=CC=C(O1)C=NN1C[C@H](CN2CCOCC2)OC1=O,"InChI=1S/C13H16N4O6/c18-13-16(14-7-10-1-2-12(22-10)17(19)20)9-11(23-13)8-15-3-5-21-6-4-15/h1-2,7,11H,3-6,8-9H2/t11-/m0/s1",C13H16N4O6,324.293,324.106984,8,96,9,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9020328,Danthron,117-10-2,QBPFLULOKWLNNW-UHFFFAOYSA-N,"1,8-Dihydroxyanthracene-9,10-dione",OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2=O,"InChI=1S/C14H8O4/c15-9-5-1-3-7-11(9)14(18)12-8(13(7)17)4-2-6-10(12)16/h1-6,15-16H",C14H8O4,240.214,240.042259,38,123,214,2,1,11/234,5.0,234
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020750,Isobutyl nitrite,542-56-3,APNSGVMLAYLYCT-UHFFFAOYSA-N,2-Methylpropyl nitrite,CC(C)CON=O,"InChI=1S/C4H9NO2/c1-4(2)3-7-5-6/h4H,3H2,1-2H3",C4H9NO2,103.121,103.063329,40,70,83,,1,0/234,0.0,234
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021224,C.I. Acid Red 114,6459-94-5,HNBQFKZSMFFZQY-UHFFFAOYSA-L,"Disodium 8-{[3,3'-dimethyl-4'-({4-[(4-methylbenzene-1-sulfonyl)oxy]phenyl}diazenyl)[1,1'-biphenyl]-4-yl]diazenyl}-7-hydroxynaphthalene-1,3-disulfonate",[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,"InChI=1S/C37H30N4O10S3.2Na/c1-22-4-13-30(14-5-22)54(49,50)51-29-11-9-28(10-12-29)38-39-32-15-6-25(18-23(32)2)26-7-16-33(24(3)19-26)40-41-37-34(42)17-8-27-20-31(52(43,44)45)21-35(36(27)37)53(46,47)48;;/h4-21,42H,1-3H3,(H,43,44,45)(H,46,47,48);;/q;2*+1/p-2",C37H28N4Na2O10S3,830.81,830.076295,38,5,59,,2,94/366,26.0,366
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4022107,2-Methylimidazole,693-98-1,LXBGSDVWAMZHDD-UHFFFAOYSA-N,2-Methyl-1H-imidazole,CC1=NC=CN1,"InChI=1S/C4H6N2/c1-4-5-2-3-6-4/h2-3H,1H3,(H,5,6)",C4H6N2,82.106,82.053098,50,44,184,10,1,0/318,0.0,318
